company_id,company_name,country,industry,size_bin,source,signal_type,signal_strength,ts,url,title,text_snippet
,,,,,news,news,1.0,2025-10-01T07:40:46+00:00,https://news.google.com/rss/articles/CBMif0FVX3lxTE9xVXBqX3VWM1liRmpyU0dMSTU4MTQ4THk2Y0pYeE9tUktLc2VDY19jcm44YWRXaFB0UFZ6WkFxT3U3OWp2bVBUbUJlaDlFbzhPRzBBTTBmQ0VKdEZTOEZJUUJDb1d2c3VmNXE1QVlxLWpsQ2lLVjNWclYySUVOMGM?oc=5,Electra backer Serena closes €200M fund to back AI and climate tech startups - Tech Funding News,"<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE9xVXBqX3VWM1liRmpyU0dMSTU4MTQ4THk2Y0pYeE9tUktLc2VDY19jcm44YWRXaFB0UFZ6WkFxT3U3OWp2bVBUbUJlaDlFbzhPRzBBTTBmQ0VKdEZTOEZJUUJDb1d2c3VmNXE1QVlxLWpsQ2lLVjNWclYySUVOMGM?oc=5"" target=""_blank"">Electra backer Serena closes €200M fund to back AI and climate tech startups</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tech Funding News</font>"
,,,,,news,news,1.0,2025-09-27T00:13:56+00:00,https://news.google.com/rss/articles/CBMilAFBVV95cUxNSlBUTVJFam9CQWJ0VXRnMjNxQVdMblpSU2ZZLW1HN0pJN0hTZEhqcVNhTDFZWnZ4d0k4bVJIdFRVelh5SWJCZ25HWVUzelA0T1Rwak56QmY1UFREYWtVLXJwSTJNNnpDQkt1T3drSlNWeVV4V09IUktKbjlvazJucklOMko0SFhoeXN4bFBwbmFfVXE2?oc=5,What’s getting funded in US climate tech so far in 2025 - Latitude Media,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxNSlBUTVJFam9CQWJ0VXRnMjNxQVdMblpSU2ZZLW1HN0pJN0hTZEhqcVNhTDFZWnZ4d0k4bVJIdFRVelh5SWJCZ25HWVUzelA0T1Rwak56QmY1UFREYWtVLXJwSTJNNnpDQkt1T3drSlNWeVV4V09IUktKbjlvazJucklOMko0SFhoeXN4bFBwbmFfVXE2?oc=5"" target=""_blank"">What’s getting funded in US climate tech so far in 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Latitude Media</font>"
,,,,,news,news,1.0,2025-10-01T04:07:08+00:00,https://news.google.com/rss/articles/CBMidEFVX3lxTFA3UHVqMGFsazJ0eVJPS0hwSDFpUi1tUlZDanFlLTduTGV4QUFVcGpfcE14WkVUZW51NG5fbTJfSVdwdkZFRFc2cXo2bGpfbFZURW95V3NPOGtScVd1M1R4WG1Zc3BlRkFSZEg5MGdFcm10S1FS?oc=5,Paris-based Serena closes €200m fund for AI and climate tech - Sifted,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTFA3UHVqMGFsazJ0eVJPS0hwSDFpUi1tUlZDanFlLTduTGV4QUFVcGpfcE14WkVUZW51NG5fbTJfSVdwdkZFRFc2cXo2bGpfbFZURW95V3NPOGtScVd1M1R4WG1Zc3BlRkFSZEg5MGdFcm10S1FS?oc=5"" target=""_blank"">Paris-based Serena closes €200m fund for AI and climate tech</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sifted</font>"
,,,,,news,news,1.0,2025-09-25T07:00:00+00:00,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQb1dhNTlOMzJYT01EYmtfSVk3VlZ0Zmxhc0FRdmJRNG5LdTVGT2lxbkZ1VEMyMkVaX2t1RmprdndiVk5LcWc3Ml9NNlNqWWYwWlhfMnJIRTZFYW9ZZ1hhXzd3dGlzWWtWNHJRYzBGaXEzaVdHQ3pwc0lwNVc2SUxTazJuaE9kSVZJSmdJ?oc=5,Exclusive: Climate Tech Leaders Form New Coalition to Map Out the Future of Decarbonization - Heatmap News,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxQb1dhNTlOMzJYT01EYmtfSVk3VlZ0Zmxhc0FRdmJRNG5LdTVGT2lxbkZ1VEMyMkVaX2t1RmprdndiVk5LcWc3Ml9NNlNqWWYwWlhfMnJIRTZFYW9ZZ1hhXzd3dGlzWWtWNHJRYzBGaXEzaVdHQ3pwc0lwNVc2SUxTazJuaE9kSVZJSmdJ?oc=5"" target=""_blank"">Exclusive: Climate Tech Leaders Form New Coalition to Map Out the Future of Decarbonization</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Heatmap News</font>"
,,,,,news,news,1.0,2025-09-29T10:11:05+00:00,https://news.google.com/rss/articles/CBMinAFBVV95cUxPc3IxWGR4dGxPWUI2V1lMSHF1TkEwcHJzT0NpajR6YVV4dzBneGtmNE5oSF94YVFtVUliR0k1RUQxbGZlT091amd4TzlKVF9ZcFZNcm0ybG1EVmZGZV9vU3Y3YUpjS0N2TFRQVDRhZjVxR2pEUmNLYW9lQ3pxRjNxYW5LbWdiTm1EempEWXA1ZXgzQ0d5Z1ZNendsbHE?oc=5,‘Climate Tech’ is a meaningless buzzword. Let’s do this instead - Fast Company,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxPc3IxWGR4dGxPWUI2V1lMSHF1TkEwcHJzT0NpajR6YVV4dzBneGtmNE5oSF94YVFtVUliR0k1RUQxbGZlT091amd4TzlKVF9ZcFZNcm0ybG1EVmZGZV9vU3Y3YUpjS0N2TFRQVDRhZjVxR2pEUmNLYW9lQ3pxRjNxYW5LbWdiTm1EempEWXA1ZXgzQ0d5Z1ZNendsbHE?oc=5"" target=""_blank"">‘Climate Tech’ is a meaningless buzzword. Let’s do this instead</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fast Company</font>"
,,,,,news,news,1.0,2025-09-24T14:25:24+00:00,https://news.google.com/rss/articles/CBMisgFBVV95cUxOR1k0aGhnT2VWYWg3b1l1cVQ1bTZ2QWhLXzd3VjhCWnRkR3Y3aFhtVzlocnlmSmtseVNDTXFia3g5Z3VITTVJT2R1Q0lXUkliN3dqdW5lSmdNLWthcGttMmNYNWZWbWlLbVVxMVRpc1BuRlUwSXgyMmk5YTZ0MHhlZmM3c09idUVEOU4zeGlVSHpZdkFsZnAtUUF6a3RaTkR6ai0xTDhXcHpUeGIxNW9WT2Jn?oc=5,"NYCEDC Unveils Five Climate Tech Companies Selected to Participate in Pilots at Bat Program, Scaling Innovative Technologies on South Brooklyn Waterfront - NYC EDC","<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxOR1k0aGhnT2VWYWg3b1l1cVQ1bTZ2QWhLXzd3VjhCWnRkR3Y3aFhtVzlocnlmSmtseVNDTXFia3g5Z3VITTVJT2R1Q0lXUkliN3dqdW5lSmdNLWthcGttMmNYNWZWbWlLbVVxMVRpc1BuRlUwSXgyMmk5YTZ0MHhlZmM3c09idUVEOU4zeGlVSHpZdkFsZnAtUUF6a3RaTkR6ai0xTDhXcHpUeGIxNW9WT2Jn?oc=5"" target=""_blank"">NYCEDC Unveils Five Climate Tech Companies Selected to Participate in Pilots at Bat Program, Scaling Innovative Technologies on South Brooklyn Waterfront</a>&nbsp;&nbsp;<font color=""#6f6f"
,,,,,news,news,1.0,2025-09-29T14:18:53+00:00,https://news.google.com/rss/articles/CBMixwFBVV95cUxPSUhfV1puWEc0Sll6WnNzQWJXM2tJQWE4eHh4RjFTVW94dzhnME9lU1dWRkxCekJja2p0am82TmZWYmI0Q21PV3g5RlByTWJBdTRTZFVIMkVVcC1OUjk4ZG5qMkMwWUtlbkhSbk1iMFEwRjVGRjg3TU9IdVZlUTc0d3hfVG5jckhRQTl6NGZObU45cDhaT2NxSG9tdnd0OGlqb3FsVTlSazktMzAzczNxYmkzOFNZRHRIcExsUUpuTXhnaUhMRWpN0gHXAUFVX3lxTFBwZVNfTWNmS2l2dENOTHgyNGZwSElYTzQ0Y1d6OGVwQ2xuYXRCZzlQd210ZTlVaUVJTHZXX1lVdl9ZOXQ3aXVZZFVobVRwS3RXZUxyb3NOWUFJcWtJY2Q5cU13Tzc1anBCRThBTHhQS1pKUFd2V0w5eFlfanZZSE9Ybi0tbVdQa2RvOFFHNldOeld3NGVuN2c3cmZZMVg0aVpfandkMl9SUHVWV2U0QllfS3ZCcUF3dklSRlRqMGdOVGV0RktWaE1lb3QtVjlkU3FBM3hyTU9n?oc=5,Climate Tech Atlas highlights trillion-dollar opportunities for global decarbonization - TrendWatching,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxPSUhfV1puWEc0Sll6WnNzQWJXM2tJQWE4eHh4RjFTVW94dzhnME9lU1dWRkxCekJja2p0am82TmZWYmI0Q21PV3g5RlByTWJBdTRTZFVIMkVVcC1OUjk4ZG5qMkMwWUtlbkhSbk1iMFEwRjVGRjg3TU9IdVZlUTc0d3hfVG5jckhRQTl6NGZObU45cDhaT2NxSG9tdnd0OGlqb3FsVTlSazktMzAzczNxYmkzOFNZRHRIcExsUUpuTXhnaUhMRWpN0gHXAUFVX3lxTFBwZVNfTWNmS2l2dENOTHgyNGZwSElYTzQ0Y1d6OGVwQ2xuYXRCZzlQd210ZTlVaUVJTHZXX1lVdl9ZOXQ3aXVZZFVobVRwS3RXZUxyb3NOWUFJcWtJY2Q5cU13Tzc1anBCRThBTHhQS1pKUFd2V0w5eFlfanZZSE9Ybi0tbV"
,,,,,news,news,1.0,2025-09-30T12:18:00+00:00,https://news.google.com/rss/articles/CBMilwFBVV95cUxQN0ZYU0NaYnF2blNsRnpReXJvY2RWaWMtS2NRYlRPckozaWhnS1lnTjhRMk9ybUZDZEtWTWx2bWd5Y3Njemc5ek83LU40Q3ljSmtWR0VHLU10U19qN3NPUTA1NzYtaEVNc3F0OWNvSVZhYzVIdkEySWZYczNfbGxqN1hjZ0Z1RjlYSEp2bXhpT2J3LWZSNnVJ?oc=5,View / Climate Week revealed the energy challenges ahead - https-//www.semafor.com,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxQN0ZYU0NaYnF2blNsRnpReXJvY2RWaWMtS2NRYlRPckozaWhnS1lnTjhRMk9ybUZDZEtWTWx2bWd5Y3Njemc5ek83LU40Q3ljSmtWR0VHLU10U19qN3NPUTA1NzYtaEVNc3F0OWNvSVZhYzVIdkEySWZYczNfbGxqN1hjZ0Z1RjlYSEp2bXhpT2J3LWZSNnVJ?oc=5"" target=""_blank"">View / Climate Week revealed the energy challenges ahead</a>&nbsp;&nbsp;<font color=""#6f6f6f"">https-//www.semafor.com</font>"
,,,,,news,news,1.0,2025-09-29T20:28:16+00:00,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMGJpeW90NEZaNWtBTG5EVVB0TGhkUFVWNFh2TUtpLUxoZmV6eTlWVWRyY0VtZks1SFp2a0RGWDhWNE1zbXRfNDVnY2ZYQ1hjU1BLZ3Z3RThLSHhYaVo0QXZqb3J2X1QyRWF4T1ZldXFHYTRRSGRPZUN0czhEZ1lxUWFBLWZyZGlG?oc=5,"""Culture war"": Clean-tech VC exec sizes up landscape under Trump - Axios","<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMGJpeW90NEZaNWtBTG5EVVB0TGhkUFVWNFh2TUtpLUxoZmV6eTlWVWRyY0VtZks1SFp2a0RGWDhWNE1zbXRfNDVnY2ZYQ1hjU1BLZ3Z3RThLSHhYaVo0QXZqb3J2X1QyRWF4T1ZldXFHYTRRSGRPZUN0czhEZ1lxUWFBLWZyZGlG?oc=5"" target=""_blank"">""Culture war"": Clean-tech VC exec sizes up landscape under Trump</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Axios</font>"
,,,,,news,news,1.0,2025-09-29T14:03:50+00:00,https://news.google.com/rss/articles/CBMikAFBVV95cUxQaGl2aXNndEI2cDdZN0ZZRmFoWG9nUjFZWnd2cERNajd0X2FqNGRxM1pRYmQ5aS1NRzlHazhqQWhiYkNXZV9rMWc2OTJnMWh6OFdfejlvSFlHWkpoR2h5U202cTdCM1l6ZFhpX2VoTHM3V19hd1Q5bjFaNHh2TndHLVVwNkdzdVBIQ1E3bEdia1c?oc=5,"Net Zero, AI & Finance: Microsoft’s Sustainability Impact - Sustainability Magazine","<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxQaGl2aXNndEI2cDdZN0ZZRmFoWG9nUjFZWnd2cERNajd0X2FqNGRxM1pRYmQ5aS1NRzlHazhqQWhiYkNXZV9rMWc2OTJnMWh6OFdfejlvSFlHWkpoR2h5U202cTdCM1l6ZFhpX2VoTHM3V19hd1Q5bjFaNHh2TndHLVVwNkdzdVBIQ1E3bEdia1c?oc=5"" target=""_blank"">Net Zero, AI & Finance: Microsoft’s Sustainability Impact</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sustainability Magazine</font>"
,,,,,news,news,1.0,2025-10-01T09:03:45+00:00,https://news.google.com/rss/articles/CBMiYkFVX3lxTE50M1BVRGg0MjNNcVdETVUyWGd5bnpieWhQWmlFUFAzNzhLZm0yRDVzM2lLQVh2Y1RtdUtwV2tYcldabWhRZFN4U1RTd3pkLWJad3ZNeDRJbzM0cEtiTW90UC1n?oc=5,Amsterdam’s FORWARD.one launches €200M Fund III to fuel Europe’s industrial tech startups - Silicon Canals,"<a href=""https://news.google.com/rss/articles/CBMiYkFVX3lxTE50M1BVRGg0MjNNcVdETVUyWGd5bnpieWhQWmlFUFAzNzhLZm0yRDVzM2lLQVh2Y1RtdUtwV2tYcldabWhRZFN4U1RTd3pkLWJad3ZNeDRJbzM0cEtiTW90UC1n?oc=5"" target=""_blank"">Amsterdam’s FORWARD.one launches €200M Fund III to fuel Europe’s industrial tech startups</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Silicon Canals</font>"
,,,,,news,news,1.0,2025-09-21T14:15:00+00:00,https://news.google.com/rss/articles/CBMisgFBVV95cUxOYTlScnpCUmEtdFhucU5UTm1vbzlhQkxlZWk4YkhOUUd2cHFjaFBKQThNZ0Q2SmFSZm5zc3dmcksxdkZHaE1yRVpvUWNnWWtyb19TLWNpdkpqWTNRRnp2dkpTZFdTWWZtZm5sVFNzTmdIN1NsVlZhdUdfU0VzcEpOeDZaNXRjSzN6WmpkRG03RXB1MXRrUEZlTk9EZVNNNDV3ZVd0QnRkUERDYndFYmhlTG1n?oc=5,Climate Tech Atlas Could Unlock Net Zero Breakthroughs - Forbes,"<a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxOYTlScnpCUmEtdFhucU5UTm1vbzlhQkxlZWk4YkhOUUd2cHFjaFBKQThNZ0Q2SmFSZm5zc3dmcksxdkZHaE1yRVpvUWNnWWtyb19TLWNpdkpqWTNRRnp2dkpTZFdTWWZtZm5sVFNzTmdIN1NsVlZhdUdfU0VzcEpOeDZaNXRjSzN6WmpkRG03RXB1MXRrUEZlTk9EZVNNNDV3ZVd0QnRkUERDYndFYmhlTG1n?oc=5"" target=""_blank"">Climate Tech Atlas Could Unlock Net Zero Breakthroughs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forbes</font>"
,,,,,news,news,1.0,2025-09-24T21:49:29+00:00,https://news.google.com/rss/articles/CBMieEFVX3lxTE9zZ29KWDEzWEFpSkhPNXhSY2dUQ1MtNUo4azQ0eWZ2ZzFyaVhraXdsZFBiZ1JKX0ZzWkxQRFp0ajNxd2pMZm9mRGgzSGNKQ2dvVW5jbXotZGRVVWo5TWh3N3A5VTBwalFVc1pxQWN1TXBnMS1Rak55cw?oc=5,How to Fund the Future of Climate Tech - Heatmap News,"<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE9zZ29KWDEzWEFpSkhPNXhSY2dUQ1MtNUo4azQ0eWZ2ZzFyaVhraXdsZFBiZ1JKX0ZzWkxQRFp0ajNxd2pMZm9mRGgzSGNKQ2dvVW5jbXotZGRVVWo5TWh3N3A5VTBwalFVc1pxQWN1TXBnMS1Rak55cw?oc=5"" target=""_blank"">How to Fund the Future of Climate Tech</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Heatmap News</font>"
,,,,,news,news,1.0,2025-09-29T15:49:00+00:00,https://news.google.com/rss/articles/CBMie0FVX3lxTE1oSmRiSGs1ZXdaUUZzTGN1Z2hlVjduOEw2dlA4NzV4YW50cDJkaW9kVTI2YWZwUHRUQ1dudjNzTTBnRmlPT0tyQTBSdWNoQXBRUy02ekFQSGRqTHEya2lfLXBPVG9DVGI5NlRRNVp0akFzQzEtVUwzcjdqTQ?oc=5,Why carbon capture is the real bottleneck in climate tech - Interesting Engineering,"<a href=""https://news.google.com/rss/articles/CBMie0FVX3lxTE1oSmRiSGs1ZXdaUUZzTGN1Z2hlVjduOEw2dlA4NzV4YW50cDJkaW9kVTI2YWZwUHRUQ1dudjNzTTBnRmlPT0tyQTBSdWNoQXBRUy02ekFQSGRqTHEya2lfLXBPVG9DVGI5NlRRNVp0akFzQzEtVUwzcjdqTQ?oc=5"" target=""_blank"">Why carbon capture is the real bottleneck in climate tech</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Interesting Engineering</font>"
